1	0	0	13	D024	19	20	单机玩家	金币	1000	1	购买商铺物品	2024-06-08 12:10:00
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:00
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:03
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:03
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:06
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:06
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:09
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:09
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:12
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:15
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:15
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:18
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:21
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:21
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:24
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:24
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:27
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:30
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:33
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:33
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:36
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:39
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:39
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:39
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:42
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:45
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:45
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:48
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:51
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:51
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:54
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:57
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:10:57
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:00
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:03
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:03
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:06
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:09
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:09
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:09
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:12
1	0	0	13	66	144	146	小猪佩奇	金币	2000	1	购买商铺物品	2024-06-08 12:11:15
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:15
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:15
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:18
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:21
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:21
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:24
1	0	0	111	3	338	335	三好	元宝	1	-	购买商铺物品	2024-06-08 12:11:27
